# Logfile created on 2025-09-09 15:29:36 +0200 by logger.rb/v1.5.3
2025-09-09 15:29:36 +0200: Memory Usage (421808K) : Starting running IHP-SG13G2 Klayout DRC runset on /home/herman/github/KrzysztofHerman/designs/Open-Padrings/28/final/gds/top_filled.gds
2025-09-09 15:29:36 +0200: Memory Usage (421808K) : Ruby Version for klayout: 3.2.3
2025-09-09 15:29:36 +0200: Memory Usage (449596K) : Loading database to memory is complete.
2025-09-09 15:29:36 +0200: Memory Usage (449596K) : IHP-SG13G2 Klayout DRC runset output at: /home/herman/github/KrzysztofHerman/designs/Open-Padrings/28/drc_run_top/top_filled_top_psd.lyrdb
2025-09-09 15:29:36 +0200: Memory Usage (449596K) : Evaluate switches.
2025-09-09 15:29:36 +0200: Memory Usage (449596K) : table_name selected  psd
2025-09-09 15:29:36 +0200: Memory Usage (449596K) : Klayout will use 1 thread(s)
2025-09-09 15:29:36 +0200: Memory Usage (449596K) : deep mode is enabled for psd table.
2025-09-09 15:29:36 +0200: Memory Usage (449596K) : FEOL enabled: true
2025-09-09 15:29:36 +0200: Memory Usage (449596K) : BEOL enabled: true
2025-09-09 15:29:36 +0200: Memory Usage (449596K) : OffGrid enabled: true
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : metal2_opc has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : metal2_noqrc has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : metal2_res has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : metal2_iprobe has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : metal2_diffprb has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : baspoly_drw has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : baspoly_pin has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : psd_drw has 37228 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : nldb_drw has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : digibnd_drw has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : via1_drw has 66018 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : backmetal1_drw has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : backmetal1_pin has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : backmetal1_mask has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : backmetal1_filler has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : backmetal1_nofill has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : backmetal1_slit has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : backmetal1_text has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : backmetal1_opc has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : backmetal1_noqrc has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : backmetal1_res has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : backmetal1_iprobe has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : backmetal1_diffprb has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : backpassiv_drw has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : res_drw has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : sram_drw has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : trans_drw has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : ind_drw has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : ind_pin has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : ind_text has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : salblock_drw has 14 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : via2_drw has 177369 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : metal3_drw has 1556 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : metal3_pin has 304 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : metal3_mask has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : metal3_filler has 24190 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : metal3_nofill has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : metal3_slit has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : metal3_text has 308 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : metal3_opc has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : metal3_noqrc has 0 polygons
2025-09-09 15:29:37 +0200: Memory Usage (463676K) : metal3_res has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463676K) : metal3_iprobe has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463676K) : metal3_diffprb has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463676K) : nwell_drw has 18838 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463676K) : nwell_pin has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463676K) : nbulay_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463676K) : nbulay_pin has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463676K) : nbulay_block has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463676K) : emwind_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463676K) : emwind_opc has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463676K) : deepco_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463676K) : deepco_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463676K) : mim_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463676K) : edgeseal_drw has 24 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463676K) : edgeseal_bound has 1 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463676K) : substrate_drw has 502 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463676K) : substrate_text has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463676K) : dfpad_drw has 28 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463676K) : dfpad_pillar has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463676K) : dfpad_sbump has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463676K) : thickgateox_drw has 66 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463676K) : pldb_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463676K) : pwell_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463676K) : pwell_pin has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463676K) : pwell_block has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (463676K) : ic_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464188K) : via3_drw has 163762 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464188K) : metal4_drw has 1201 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464188K) : metal4_pin has 280 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464188K) : metal4_mask has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464188K) : metal4_filler has 23729 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464188K) : metal4_nofill has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464188K) : metal4_slit has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464188K) : metal4_text has 280 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464188K) : metal4_opc has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464188K) : metal4_noqrc has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464188K) : metal4_res has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464188K) : metal4_iprobe has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464188K) : metal4_diffprb has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464188K) : heattrans_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464188K) : heatres_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464188K) : pempoly_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464188K) : fbe_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464188K) : empoly_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464188K) : ldmos_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464188K) : pbiwind_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464188K) : digisub_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464188K) : nodrc_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464188K) : text_drw has 428 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464188K) : via4_drw has 168380 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464188K) : metal5_drw has 1200 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464444K) : metal5_pin has 280 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464444K) : metal5_mask has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464444K) : metal5_filler has 23640 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464444K) : metal5_nofill has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464444K) : metal5_slit has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464444K) : metal5_text has 280 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464444K) : metal5_opc has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464444K) : metal5_noqrc has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464444K) : metal5_res has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464444K) : metal5_iprobe has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464444K) : metal5_diffprb has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464444K) : radhard_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464444K) : memcap_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464444K) : varicap_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464444K) : flash_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464444K) : intbondvia_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464444K) : intbondmet_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464444K) : devbondvia_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464444K) : devbondmet_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464444K) : devtrench_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464444K) : redist_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464444K) : graphbot_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464700K) : graphtop_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464700K) : antvia1_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464700K) : antmetal2_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464700K) : graphcont_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464700K) : siwg_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464700K) : siwg_filler has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464700K) : siwg_nofill has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464956K) : sigrating_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464956K) : singrating_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464956K) : graphpas_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464956K) : emwind3_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464956K) : emwihv3_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (464956K) : redbulay_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465212K) : smos_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465212K) : graphpad_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465212K) : polimide_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465212K) : polimide_pin has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465212K) : recog_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465212K) : recog_pin has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465468K) : recog_esd has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465724K) : recog_diode has 166 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465724K) : recog_tsv has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465724K) : recog_iprobe has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465724K) : recog_diffprb has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465724K) : recog_pillar has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465724K) : recog_sbump has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465724K) : recog_otp has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465724K) : recog_pdiode has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465724K) : recog_mom has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465724K) : recog_pcm has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465724K) : colopen_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465980K) : graphmetal1_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465980K) : graphmetal1_filler has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465980K) : graphmetal1_nofill has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465980K) : graphmetal1_slit has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465980K) : graphmetal1_opc has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (465980K) : graphmet1l_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466236K) : graphmet1l_filler has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466236K) : graphmet1l_nofill has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466236K) : graphmet1l_slit has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466236K) : graphmet1l_opc has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466492K) : extblock_drw has 14 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466492K) : nldd_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466492K) : pldd_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466492K) : next_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466492K) : pext_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466492K) : nexthv_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466492K) : pexthv_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466492K) : graphgate_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466748K) : sinwg_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466748K) : sinwg_filler has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466748K) : sinwg_nofill has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (466748K) : mempad_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (467516K) : topvia1_drw has 93564 polygons
2025-09-09 15:29:38 +0200: Memory Usage (467516K) : topmetal1_drw has 373 polygons
2025-09-09 15:29:38 +0200: Memory Usage (467516K) : topmetal1_pin has 298 polygons
2025-09-09 15:29:38 +0200: Memory Usage (467516K) : topmetal1_mask has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (467516K) : topmetal1_filler has 3909 polygons
2025-09-09 15:29:38 +0200: Memory Usage (467516K) : topmetal1_nofill has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (467516K) : topmetal1_slit has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (467516K) : topmetal1_text has 298 polygons
2025-09-09 15:29:38 +0200: Memory Usage (467516K) : topmetal1_noqrc has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (467516K) : topmetal1_res has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (467516K) : topmetal1_iprobe has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (467516K) : topmetal1_diffprb has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (467516K) : inldpwl_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (467516K) : polyres_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (467516K) : polyres_pin has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (467516K) : vmim_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (467516K) : nbulaycut_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (467516K) : antmetal1_drw has 0 polygons
2025-09-09 15:29:38 +0200: Memory Usage (467516K) : topvia2_drw has 50134 polygons
2025-09-09 15:29:38 +0200: Memory Usage (467516K) : topmetal2_drw has 355 polygons
2025-09-09 15:29:38 +0200: Memory Usage (467516K) : topmetal2_pin has 313 polygons
2025-09-09 15:29:38 +0200: Memory Usage (467516K) : topmetal2_mask has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : topmetal2_filler has 3947 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : topmetal2_nofill has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : topmetal2_slit has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : topmetal2_text has 315 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : topmetal2_noqrc has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : topmetal2_res has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : topmetal2_iprobe has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : topmetal2_diffprb has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : snsring_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : sensor_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : snsarms_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : snscmosvia_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : colwind_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : flm_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : hafniumox_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : memvia_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : thinfilmres_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : rfmem_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : norcx_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : norcx_m2m3 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : norcx_m2m4 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : norcx_m2m5 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : norcx_m2tm1 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : norcx_m2tm2 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : norcx_m3m4 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : norcx_m3m5 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : norcx_m3tm1 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : norcx_m3tm2 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : norcx_m4m5 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : norcx_m4tm1 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : norcx_m4tm2 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : norcx_m5tm1 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : norcx_m5tm2 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : norcx_tm1tm2 has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : norcx_m1sub has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : norcx_m2sub has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : norcx_m3sub has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : norcx_m4sub has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : norcx_m5sub has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : norcx_tm1sub has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : norcx_tm2sub has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : snsbotvia_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : snstopvia_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : deepvia_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : fgetch_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : ctrgat_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : fgimp_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : emwihv_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : lbe_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : alcustop_drw has 0 polygons
2025-09-09 15:29:39 +0200: Memory Usage (467516K) : nometfiller_drw has 0 polygons
